,upper_salary,lower_salary,state,city,Job Title,Company Rating,company_name,tot_employment_in_state,Annual mean wage(2),Annual median wage(2),range_avg_to_mean_ratio,range_avg_to_median_ratio,labels,total_new_post_rat
161,121000.0,88000.0,TX,Spring,Returnship - Big Data Insights Developer,4.1,Hewlett Packard,20560.0,109000.0,100100.0,0.9587155963302753,1.043956043956044,south,0.0021400778210116734
166,172000.0,103000.0,TX,Irving,Data Scientist,3.7,MCKESSON,20560.0,109000.0,100100.0,1.261467889908257,1.3736263736263736,south,0.0021400778210116734
168,172000.0,108000.0,TX,Irving,Data Scientist II,3.7,MCKESSON,20560.0,109000.0,100100.0,1.2844036697247707,1.3986013986013983,south,0.0021400778210116734
170,100000.0,74000.0,TX,San Antonio,Associate Product Review Engineer,3.8,BOEING,20560.0,109000.0,100100.0,0.7981651376146789,0.8691308691308691,south,0.0021400778210116734
174,146000.0,93000.0,TX,Houston,Senior Research Data Scientist - Center for Health Data Science & Analytics,4.3,Houston Methodist Academic Institute,20560.0,109000.0,100100.0,1.0963302752293578,1.193806193806194,south,0.0021400778210116734
176,148165.49199084667,104355.33180778033,TX,Dallas,"AI - Innovation, Delivery and Business Development Leader (Consumer & Retail Focus)",4.0,Deloitte,20560.0,109000.0,100100.0,1.1583524027459955,1.261342776216918,south,0.0021400778210116734
178,124000.0,88000.0,TX,Irving,Data Architect II,4.0,GM Financial,20560.0,109000.0,100100.0,0.9724770642201837,1.0589410589410588,south,0.0021400778210116734
179,148165.49199084667,104355.33180778033,TX,Plano,"Manager, Data Science - Financial Services",3.9,Capital One,20560.0,109000.0,100100.0,1.1583524027459955,1.261342776216918,south,0.0021400778210116734
180,135200.0,93600.0,TX,San Antonio,Python Data Scientist,3.8,Kforce,20560.0,109000.0,100100.0,1.0495412844036698,1.1428571428571428,south,0.0021400778210116734
183,95000.0,51000.0,TX,Dallas,"Medical Science Liaison, Endocrinology/Rare Disease",3.6,Inizio Engage,20560.0,109000.0,100100.0,0.6697247706422018,0.7292707292707292,south,0.0021400778210116734
184,150000.0,125000.0,TX,Plano,Reporting Data Engineer,3.4,Nuvem,20560.0,109000.0,100100.0,1.261467889908257,1.3736263736263736,south,0.0021400778210116734
185,182000.0,137000.0,TX,Austin,"Senior Product Manager, Generalist - Remote",4.4,Dropbox,20560.0,109000.0,100100.0,1.463302752293578,1.5934065934065933,south,0.0021400778210116734
186,93600.0,83200.0,TX,Dallas,Business Intelligence Engineer / Data Visualization Engineer,4.0,Aquent,20560.0,109000.0,100100.0,0.8110091743119267,0.8831168831168831,south,0.0021400778210116734
187,147000.0,107000.0,TX,Georgetown,Data Scientist,5.0,"Openwork, LLC",20560.0,109000.0,100100.0,1.165137614678899,1.2687312687312686,south,0.0021400778210116734
188,160000.0,110000.0,TX,Irving,Principal Data Analyst,3.6,Citizens,20560.0,109000.0,100100.0,1.238532110091743,1.3486513486513487,south,0.0021400778210116734
189,148165.49199084667,104355.33180778033,TX,Arlington,Cloud Administrator,4.0,GM Financial,20560.0,109000.0,100100.0,1.1583524027459955,1.261342776216918,south,0.0021400778210116734
190,150000.0,120000.0,MN,Minneapolis,Senior Software Engineer,3.8123006833712982,Science On Call,2240.0,118760.0,114630.0,1.1367463792522734,1.1777021722062286,midwest,0.0008928571428571428
191,127000.0,89000.0,MN,Minneapolis,Data Science,3.7,Wipro Limited,2240.0,118760.0,114630.0,0.9093971034018188,0.942161737764983,midwest,0.0008928571428571428
192,55000.0,37000.0,IL,Vernon Hills,Junior Game Mathematician,3.5,Incredible Technologies,6320.0,115840.0,108580.0,0.3970994475138121,0.4236507644133357,midwest,0.00680379746835443
193,153000.0,88000.0,IL,Bolingbrook,Senior Data Scientist (Remote Available),2.9,S&S Activewear LLC,6320.0,115840.0,108580.0,1.0402279005524862,1.1097808067784125,midwest,0.00680379746835443
194,95000.0,90000.0,IL,Scott Air Force Base,Senior Statistician,3.8123006833712982,NextGen Federal Systems,6320.0,115840.0,108580.0,0.7985151933701657,0.85190642843986,midwest,0.00680379746835443
196,70000.0,60000.0,IL,Chicago,Marketing Campaign Analyst,3.8123006833712982,Gohagan & Company,6320.0,115840.0,108580.0,0.5611187845303868,0.5986369497144962,midwest,0.00680379746835443
202,148165.49199084667,104355.33180778033,IL,Chicago,Immunology Key Account Manager,3.6,Inizio Engage,6320.0,115840.0,108580.0,1.0899552132192118,1.1628330438323218,midwest,0.00680379746835443
203,80000.0,51000.0,IL,Chicago,Rapid Deployment Representative,3.6,Inizio Engage,6320.0,115840.0,108580.0,0.5654350828729282,0.6032418493276847,midwest,0.00680379746835443
208,110000.0,80000.0,IL,Chicago,Sr. Healthcare Data Analyst,4.0,Medical Home Network,6320.0,115840.0,108580.0,0.8200966850828729,0.8749309265058022,midwest,0.00680379746835443
209,143000.0,103000.0,IL,Riverwoods,Lead Data Science Analyst,3.9,Discover Financial Services,6320.0,115840.0,108580.0,1.0618093922651934,1.1328053048443545,midwest,0.00680379746835443
218,100000.0,85000.0,IL,Chicago,"Sr. Data Analyst, Finance",3.3,Home Chef,6320.0,115840.0,108580.0,0.7985151933701657,0.85190642843986,midwest,0.00680379746835443
220,125000.0,89000.0,IL,Riverwoods,Modeler,3.9,Discover Financial Services,6320.0,115840.0,108580.0,0.9236878453038674,0.9854485172223244,midwest,0.00680379746835443
221,143000.0,103000.0,IL,Riverwoods,Lead Data Science Analyst (multiple openings) - IHM,3.9,Discover Financial Services,6320.0,115840.0,108580.0,1.0618093922651934,1.1328053048443545,midwest,0.00680379746835443
226,108000.0,74000.0,IL,Chicago,Data Engineers,3.7,CCC Information Services Inc.,6320.0,115840.0,108580.0,0.7855662983425414,0.8380917296002948,midwest,0.00680379746835443
228,132000.0,72000.0,IL,Deerfield,"Manager, Data Science (Remote)",3.1,WALGREENS,6320.0,115840.0,108580.0,0.880524861878453,0.9393995210904402,midwest,0.00680379746835443
230,177000.0,127000.0,IL,Riverwoods,Principal Data Science,3.9,Discover Financial Services,6320.0,115840.0,108580.0,1.3121546961325967,1.3998894824092836,midwest,0.00680379746835443
231,177000.0,127000.0,IL,Riverwoods,Manager Data Science,3.9,Discover Financial Services,6320.0,115840.0,108580.0,1.3121546961325967,1.3998894824092836,midwest,0.00680379746835443
233,120000.0,86000.0,IL,Riverwoods,Senior Data Science Analyst,3.9,Discover Financial Services,6320.0,115840.0,108580.0,0.8891574585635359,0.9486093203168172,midwest,0.00680379746835443
234,210000.0,150000.0,IL,Riverwoods,Senior Manager Data Science,3.9,Discover Financial Services,6320.0,115840.0,108580.0,1.5538674033149171,1.6577638607478358,midwest,0.00680379746835443
235,166000.0,111000.0,NJ,Mount Laurel,Senior Manager Advanced Analytics (US),3.9,TD Bank,4340.0,134140.0,130570.0,1.0325033547040403,1.060733706058053,east,0.005299539170506913
236,190000.0,132000.0,NJ,Basking Ridge,"Director, Statistical Programming",3.9,"Daiichi Sankyo, Inc.",4340.0,134140.0,130570.0,1.2002385567317728,1.2330550662479896,east,0.005299539170506913
237,131000.0,98000.0,NJ,Woodcliff Lake,"Sr. Analyst, Data Science & Reporting",3.3,Party City,4340.0,134140.0,130570.0,0.8535858058744595,0.8769242551887876,east,0.005299539170506913
239,89000.0,63000.0,NJ,Trenton,OAG #24-259: Data Miner - Research Data Analyst 1,3.7,New Jersey Office of the Attorney General,4340.0,134140.0,130570.0,0.56657223796034,0.5820632610860075,east,0.005299539170506913
240,148165.49199084667,104355.33180778033,NJ,Paramus,Senior Data Analyst,2.7,"Care Plus NJ, Inc.",4340.0,134140.0,130570.0,0.9412584754682682,0.9669940407391706,east,0.005299539170506913
241,107000.0,75000.0,NJ,Trenton,OAG #24-196: Data Miner (Research Data Analyst 2),3.7,New Jersey Office of the Attorney General,4340.0,134140.0,130570.0,0.6783957059788281,0.6969441678792985,east,0.005299539170506913
242,60000.0,55000.0,NJ,Jersey City,Data Analyst,4.0,TRESUME,4340.0,134140.0,130570.0,0.4286566274042045,0.440376809374282,east,0.005299539170506913
243,191000.0,116000.0,NJ,Princeton,"Senior Director, Data Science & AI - Enabling Functions",4.3,Genmab,4340.0,134140.0,130570.0,1.1443268227225287,1.175614612851344,east,0.005299539170506913
244,148165.49199084667,104355.33180778033,NJ,Not Listed,Data Science - Optimization,3.9,Tiger Analytics,4340.0,134140.0,130570.0,0.9412584754682682,0.9669940407391706,east,0.005299539170506913
245,175000.0,175000.0,NJ,Princeton,Data Science Consultant,3.7,ZS Associates,4340.0,134140.0,130570.0,1.3046071268823618,1.3402772459217278,east,0.005299539170506913
247,186000.0,126000.0,NJ,Bridgewater,Head of R and D Data Engineering,4.0,Sanofi EU,4340.0,134140.0,130570.0,1.1629640673922768,1.194761430650226,east,0.005299539170506913
249,151000.0,106000.0,NJ,Plainsboro,Fellowship - Real World Evidence / Clinical Data Science & Evidence,4.3,Novo Nordisk,4340.0,134140.0,130570.0,0.9579543760250484,0.9841464348625258,east,0.005299539170506913
250,132000.0,91000.0,NJ,Bridgewater,Digital Risk and Compliance Lead,4.0,Sanofi EU,4340.0,134140.0,130570.0,0.8312211122707619,0.8539480738301294,east,0.005299539170506913
252,107000.0,62000.0,NJ,Newark,Tchr of Engineering Technology - Newark School of Data Science and IT 24-25 (NBOE),3.3,Newark Board of Education,4340.0,134140.0,130570.0,0.6299388698374833,0.6471624416022057,east,0.005299539170506913
253,107000.0,107000.0,NJ,Newark,Tchr of Mathematics - Newark School of Data Science and Information Technology 24-25 (NBOE),3.3,Newark Board of Education,4340.0,134140.0,130570.0,0.7976740718652154,0.8194838017921422,east,0.005299539170506913
254,107000.0,62000.0,NJ,Newark,Tchr of Science - Newark School of Data Science and IT 24-25 (NBOE),3.3,Newark Board of Education,4340.0,134140.0,130570.0,0.6299388698374833,0.6471624416022057,east,0.005299539170506913
255,107000.0,62000.0,NJ,Newark,Tchr of Computer Science- Newark School of Data Science and Information Technology 24-25 (NBOE),3.3,Newark Board of Education,4340.0,134140.0,130570.0,0.6299388698374833,0.6471624416022057,east,0.005299539170506913
256,199000.0,115000.0,NJ,Princeton,"Director, Program Management, Translational & Quantitative Sciences",4.3,Genmab,4340.0,134140.0,130570.0,1.170418965260176,1.2024201577697786,east,0.005299539170506913
257,107000.0,62000.0,NJ,Newark,Tchr of English- Newark School of Data Science and Information Technology 24-25 (NBOE),3.3,Newark Board of Education,4340.0,134140.0,130570.0,0.6299388698374833,0.6471624416022057,east,0.005299539170506913
258,175000.0,165000.0,VA,Springfield,AI/ML Subject Matter Expert,2.4,Thomas & Herbert Consulting LLC,4810.0,139080.0,136490.0,1.2223180903077366,1.245512491757638,south,0.007068607068607069
259,125000.0,75000.0,VA,Reston,Data Scientist TS/SCI On-site,3.8123006833712982,Data Machines,4810.0,139080.0,136490.0,0.719010641357492,0.7326544069162576,south,0.007068607068607069
260,95000.0,57000.0,VA,Chantilly,Space Predictive Modeling and Sim Analyst Mid Level,4.3,"Systems Planning and Analysis, Inc.",4810.0,139080.0,136490.0,0.546448087431694,0.5568173492563557,south,0.007068607068607069
261,178000.0,118000.0,VA,McLean,Quantitative Analytics Senior (Hybrid- 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.0641357492090884,1.0843285222360612,south,0.007068607068607069
262,130000.0,92000.0,VA,Arlington,Data Science Consultant,4.8,cBEYONData,4810.0,139080.0,136490.0,0.7981018119068162,0.8132463916770459,south,0.007068607068607069
263,145000.0,97000.0,VA,McLean,Quantitative Analytics Professional (Hybrid- 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,0.8700028760425654,0.8865118323686717,south,0.007068607068607069
264,178000.0,118000.0,VA,McLean,Quantitative Analytics Senior (Hybrid - 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.0641357492090884,1.0843285222360612,south,0.007068607068607069
265,125000.0,69000.0,VA,Charlottesville,Chinese OSINT Collector,3.9,Leidos,4810.0,139080.0,136490.0,0.6974403221167673,0.7106747747087698,south,0.007068607068607069
267,157000.0,87000.0,VA,Reston,Chinese OSINT Collector,3.9,Leidos,4810.0,139080.0,136490.0,0.8771929824561403,0.8938383764378343,south,0.007068607068607069
269,178000.0,118000.0,VA,McLean,Quantitative Analytics Senior - Climate Risk (Hybrid - 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.0641357492090884,1.0843285222360612,south,0.007068607068607069
270,191000.0,143000.0,VA,McLean,Quantitative Analytics Senior Manager (Hybrid- 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.2007477710670118,1.2235328595501502,south,0.007068607068607069
271,178000.0,118000.0,VA,McLean,Quantitative Analytics Senior - Internal Audit (Hybrid - 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.0641357492090884,1.0843285222360612,south,0.007068607068607069
272,150000.0,86000.0,VA,Chantilly,Cleared Scrum Master,4.6,Noblis,4810.0,139080.0,136490.0,0.8484325568018407,0.8645322001611839,south,0.007068607068607069
275,119000.0,70000.0,VA,Reston,Junior Full Stack Developer (Data Science & AI) - Remote / Hybrid,3.6,ICF,4810.0,139080.0,136490.0,0.67946505608283,0.6923584145358634,south,0.007068607068607069
278,139000.0,100000.0,VA,Manassas,Data Science Engineer,3.7,Micron,4810.0,139080.0,136490.0,0.859217716422203,0.8755220162649279,south,0.007068607068607069
279,203000.0,164000.0,VA,Springfield,Supervisory Data Scientist,3.3,TSA (Transportation Security Administration),4810.0,139080.0,136490.0,1.319384526890998,1.3444208366913326,south,0.007068607068607069
280,148165.49199084667,104355.33180778033,VA,Richmond,"Senior Associate, Data Science - Retail Bank",3.9,Capital One,4810.0,139080.0,136490.0,0.9078257973778652,0.9250524719709392,south,0.007068607068607069
282,215000.0,110000.0,VA,Tysons Corner,Data Scientist,3.8,Job Impulse Inc,4810.0,139080.0,136490.0,1.1683922922059249,1.1905634112389183,south,0.007068607068607069
283,60000.0,55000.0,VA,Ashburn,Data science manager,4.0,TRESUME,4810.0,139080.0,136490.0,0.4134311187805579,0.4212762839768481,south,0.007068607068607069
285,191000.0,113000.0,VA,Reston,Data Scientist,3.6,ICF,4810.0,139080.0,136490.0,1.092896174863388,1.1136346985127117,south,0.007068607068607069
286,209000.0,109000.0,VA,Fairfax,Data Scientist (Sr.) - U.S. Citizenship Required,3.8,"CGI Group, Inc.",4810.0,139080.0,136490.0,1.1432269197584124,1.1649205069968496,south,0.007068607068607069
287,113000.0,70000.0,VA,Springfield,Data Modeler - Remote - Multiple Open Positions,3.1,Galorath Inc.,4810.0,139080.0,136490.0,0.6578947368421053,0.6703787823283757,south,0.007068607068607069
288,148165.49199084667,104355.33180778033,VA,McLean,"Senior Associate, Data Science - Retail Bank",3.9,Capital One,4810.0,139080.0,136490.0,0.9078257973778652,0.9250524719709392,south,0.007068607068607069
289,85000.0,75000.0,VA,McLean,Intelligence Analyst - Junior,4.6,Streamline Defense,4810.0,139080.0,136490.0,0.5752085130859936,0.5861235255330061,south,0.007068607068607069
290,318000.0,212000.0,VA,McLean,Climate Risk Quantitative Analytics Director (Hybrid - 3 Days in Office),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.905378199597354,1.9415341783280824,south,0.007068607068607069
291,210000.0,140000.0,VA,McLean,Quantitative Analytics Manager - Data Modeling (Hybrid - 3 Days in Office - VA),3.6,Freddie Mac,4810.0,139080.0,136490.0,1.2582686223756112,1.282145212103451,south,0.007068607068607069
292,148165.49199084667,104355.33180778033,NC,Durham,Machine Learning Engineer,3.8123006833712982,CoVar,6640.0,125950.0,126940.0,1.0024645645042756,0.9946463833252994,south,0.002108433734939759
293,148165.49199084667,104355.33180778033,NC,Charlotte,Senior Data Scientist,4.0,Deloitte,6640.0,125950.0,126940.0,1.0024645645042756,0.9946463833252994,south,0.002108433734939759
294,158080.0,126880.0,NC,Durham,Sr. Data Scientist,3.8123006833712982,CTG,6640.0,125950.0,126940.0,1.1312425565700674,1.122420040964235,south,0.002108433734939759
295,102000.0,66000.0,NC,Charlotte,Basketball Data Scientist,3.5,"Hornets Basketball, LLC",6640.0,125950.0,126940.0,0.666931321953156,0.6617299511580275,south,0.002108433734939759
299,140000.0,102000.0,NC,Charlotte,Data Analyst - CXD (Advanced Analytics),3.7,Vanguard,6640.0,125950.0,126940.0,0.960698689956332,0.9532062391681108,south,0.002108433734939759
301,134000.0,98000.0,NC,Charlotte,"Manager, Card Analytics",3.3,OneMain Financial,6640.0,125950.0,126940.0,0.9210003969829296,0.9138175515991808,south,0.002108433734939759
302,148165.49199084667,104355.33180778033,NC,Not Listed,"Associate Manager, Data Science",3.6,Thermo Fisher Scientific,6640.0,125950.0,126940.0,1.0024645645042756,0.9946463833252994,south,0.002108433734939759
303,173000.0,115000.0,NC,Greenville,Lead Data Scientist,3.7,ECU Health,6640.0,125950.0,126940.0,1.1433108376339818,1.1343942019851898,south,0.002108433734939759
304,129000.0,78000.0,NC,Charlotte,"Associate Director, Analytics-Credit Cards",3.3,OneMain Financial,6640.0,125950.0,126940.0,0.8217546645494244,0.8153458326768552,south,0.002108433734939759
305,81120.0,68640.0,NC,Research Triangle Park,Statistician,3.8123006833712982,Sciome LLC,6640.0,125950.0,126940.0,0.5945216355696705,0.5898849850322987,south,0.002108433734939759
306,148165.49199084667,104355.33180778033,GA,Atlanta,Commercial Intelligence Developer,4.0,Waystar,6510.0,108010.0,100950.0,1.1689696500260485,1.2507222575464438,south,0.0026113671274961598
307,154000.0,102000.0,GA,Atlanta,Director of Asset Management,3.2,"Tosca Services, LLC",6510.0,108010.0,100950.0,1.1850754559762986,1.267954432887568,south,0.0026113671274961598
308,196000.0,153000.0,GA,Alpharetta,Chief Enterprise Integration Architect,3.9,ADP,6510.0,108010.0,100950.0,1.6155911489676882,1.728578504210005,south,0.0026113671274961598
310,209000.0,164000.0,GA,Alpharetta,Chief Enterprise Data Architect,3.9,ADP,6510.0,108010.0,100950.0,1.7266919729654662,1.8474492322932143,south,0.0026113671274961598
311,148165.49199084667,104355.33180778033,GA,Atlanta,SC&O Data Science,3.9,Accenture,6510.0,108010.0,100950.0,1.1689696500260485,1.2507222575464438,south,0.0026113671274961598
315,41600.0,41600.0,GA,Albany,Field Data Collector (PPC),3.9,Mathematica Policy Research,6510.0,108010.0,100950.0,0.385149523192297,0.4120851906884596,south,0.0026113671274961598
317,98000.0,57000.0,GA,Alpharetta,Technical Consultant (Advanced Visualization and Artificial Intelligence ),3.9,Philips,6510.0,108010.0,100950.0,0.7175261549856494,0.7677067855373948,south,0.0026113671274961598
320,81000.0,63000.0,GA,Atlanta,Financial Planning and Analytics Analyst,3.5,Zaxby's,6510.0,108010.0,100950.0,0.6666049439866679,0.7132243684992571,south,0.0026113671274961598
321,162000.0,97000.0,GA,Atlanta,Senior Data Scientist,3.9,Cox Communications,6510.0,108010.0,100950.0,1.1989630589760207,1.2828132738979694,south,0.0026113671274961598
322,149000.0,88000.0,GA,Atlanta,"Data Scientist - Secureworks - Atlanta, GA or Remote, US",4.0,Dell,6510.0,108010.0,100950.0,1.0971206369780575,1.173848439821694,south,0.0026113671274961598
323,130000.0,105000.0,DC,Washington,Data Scientist - I,3.8123006833712982,OrusGroup,3100.0,128810.0,122010.0,0.9121962580544988,0.9630358167363332,south,0.0038709677419354843
324,148165.49199084667,104355.33180778033,DC,Washington,DATA SCIENTIST / DATA ANALYST,3.8123006833712982,"Data and Analytic Solutions, Inc.",3100.0,128810.0,122010.0,0.9802065980848808,1.034836586339755,south,0.0038709677419354843
325,250000.0,250000.0,DC,Washington,Patent Agent (Machine Learning AI/Computer Science) - ELITE AMLAW FIRM,3.6,Bridgeline Solutions,3100.0,128810.0,122010.0,1.9408431022436143,2.049012376034751,south,0.0038709677419354843
326,144000.0,90000.0,DC,Washington,Machine Learning Engineer,3.7,"Premier Solutions Hi, LLC",3100.0,128810.0,122010.0,0.9083145718500116,0.9589377919842637,south,0.0038709677419354843
327,234000.0,146000.0,DC,Washington,Data Science,3.6,Peraton,3100.0,128810.0,122010.0,1.4750407577051472,1.557249405786411,south,0.0038709677419354843
330,137000.0,60000.0,DC,Washington,"Cost Analyst, Mid",4.2,Booz Allen,3100.0,128810.0,122010.0,0.7646921822839842,0.807310876157692,south,0.0038709677419354843
331,137000.0,60000.0,DC,Washington,"Data Visualization Specialist, Mid",4.2,Booz Allen,3100.0,128810.0,122010.0,0.7646921822839842,0.807310876157692,south,0.0038709677419354843
334,190000.0,150000.0,DC,Washington,Data Engineer (PO),3.6,DCI Solutions,3100.0,128810.0,122010.0,1.319773309525658,1.3933284157036308,south,0.0038709677419354843
335,156000.0,145600.0,CO,Denver,"Data Scientist - AI, NLP, Python, PyTorch, Tensorflow (W2 Candidates Only - Denver CO)",3.8123006833712982,Galen Technology Solutions,5910.0,120320.0,111970.0,1.2533244680851063,1.3467893185674735,west,0.0005076142131979696
336,91000.0,91000.0,CO,Denver,Sr. Data Analyst,3.8123006833712982,Elevated Industrial Solutions,5910.0,120320.0,111970.0,0.7563164893617021,0.8127176922389926,west,0.0005076142131979696
337,147680.0,108160.0,CO,Centennial,Data Scientist,3.8,Kforce,5910.0,120320.0,111970.0,1.0631648936170213,1.1424488702330982,west,0.0005076142131979696
338,108000.0,75000.0,MD,Patuxent River,Project Manager/ Senior Data Analyst,3.4,HumanTouch LLC,2170.0,126020.0,125460.0,0.7260752261545786,0.7293161166905787,south,0.005069124423963133
339,234000.0,146000.0,MD,Linthicum,Senior Cyber Intelligence Analyst,3.6,Peraton,2170.0,126020.0,125460.0,1.5076971909220758,1.514426908974972,south,0.005069124423963133
344,184000.0,136000.0,MD,Rockville,Senior HPC Architect,4.0,General Dynamics Information Technology,2170.0,126020.0,125460.0,1.2696397397238537,1.275306870715766,south,0.005069124423963133
346,172000.0,76000.0,MD,Columbia,Data Scientist,4.2,Booz Allen,2170.0,126020.0,125460.0,0.9839707982859864,0.9883628248047186,south,0.005069124423963133
347,125000.0,61000.0,MD,Bethesda,Data Visualization Analyst,3.8123006833712982,EMI Advisors LLC,2170.0,126020.0,125460.0,0.7379780987144897,0.741272118603539,south,0.005069124423963133
348,122000.0,76000.0,MD,Bethesda,Senior Advisor for Data Science,4.3,National Institutes of Health,2170.0,126020.0,125460.0,0.7855895889541342,0.7890961262553802,south,0.005069124423963133
